,content
1540,아시아나 사고소식은 제발 그만 보도해라. 그정도면 차고도 넘친다. 미국이랑 항공사가 알아서 하라그래. 언제부터 이나라가 두명죽은 사고소식을 연일 톱으로 다뤘다고. 국정원 사건 뭍으려고 애쓰는거 다안다.
1541,12일 오전 제주에서 청주로 가려던 제주항공 여객기가 기체 이상으로 2시간 이상 지연 운항. 항공사측은 기내 안내방송으로 점검 사실을 승객들에게 알렸으나 탑승객 180여명은 장기간 기내에서 대기하는 등 불편 겪어.
1542,"개인적으로 탑승하면 가장 마음이 놓이는 항공사는 독일 루프트한자. 독일인의 꼼꼼함 정밀함 철두철미함을 생각하면 마음이 놓인다. 그 다음은 KLM, 핀에어, SAS 등 북유럽 항공사. 아시아에서는 싱가폴 에어라인과 케세이 퍼시픽."
1543,세상에서 가장 위험한 항공사. http://finance.yahoo.com/news/worlds-10-most-dangerous-airlines-171840401.html   나도 네 개 타봤군. 비만에어와 네팔에어는 물론이고 인디아나 존스에나 출연할 네팔 에어 프로펠러기도 타봤으니;;; pic.twitter.com/MI1mEwt92j
1544,"1983년 이후 집계한, 가장 위험한 항공사 탑10: http://finance.yahoo.com/news/worlds-10-most-dangerous-airlines-171840401.html   1위는 차이나 에어라인. 대한항공이 5위로 이름을 올렸습니다."
1545,"대한항공에서 운영하는 진에어항공사 항공특가!http://goo.gl/gcuuq  7월6일부터 7월18일 제주여행 항공권 핫특가,2013여름 제주도,착한가격으로 떠나보세요~"
1546,"우리나라사람들이 싸고안전하다고믿고 일본항공사이용해서 미국가다 같은사고 당했는데,일본언론에서 일본인사망자가없어 다행이라는 망언이나하고, 한국인 사망자부상자에대한 언급이 하나도 없다고 생각해보면 지금 중국사람들의 마음이 짐작갑니다"
1547,하도답답해서 트윗합니다. 우리나라언론에 중국인 부상승객에 대한 취재가 하나도 없네요. 많은 아픔과 사연이 있을텐데요. 보상과책임은 항공사에게 있겠지만 위로와 관심은 언론의몫입니다. 중국사람에게는 한국언론의보도가 한국사람들의 마음으로 비쳐집니다
1548,아시아나 항공사의 비행기가 떨어지길 기다린 자들 같습니다. 종일 그것만 방송할 수 있는 재주에 신기할 따름입니다.
1549,"<아시아나 속보>사고가 난 아시아나항공 B777-200ER 여객기, 2006년 2월 제작해 3월 국토교통부에 등록돼 운항 7년 넘어. 1995년부터 세계 항공사들이 도입한 B777의 한 종류로 항공업계에서는 안전하다는 평가."
1550,"공정거래위원회가 항공권 환불을 금지한 말레이시아 저가 항공사 에어아시아와 일본의 피치항공에 '항공권의 등급,가격,서비스에 관계없이 일률 적용한 환불 불가 약관은 고객에게 부당한 조항이므로 무효!!!' 라고 말했거든요 오예"
1551,"역대 5월 항공여객 이용자 중 지난 달이 최대실적을 기록했습니다. 연휴기간 단거리 해외여행 선호와 저비용 항공사 등이 영향을 주었고 특히 중국,동남아 노선이 상승세를 주도하였습니다. http://korealand.tistory.com/1655 "
1552,"신라면컵, 세계 최대 항공사 기내식에 선정 신라면컵, 세계 최대 항공사인 미국 아메리칸 항공의 '미국 댈러스-인천' 노선 기내식으로 선정 중동 최대 항공사인 아랍에미리트 항공 기내식 입점도 추진중 http://bit.ly/148QTPe "
1553,자국항공사는 내국인 수요로 경쟁력 측면에서 유리하므로 외국항공사보다 자국출발 노선운임이 비싼것이 일반적 동일한이유로 상대국출발 노선운임의 경우 반대로 자국항공사 운임이 상대국 항공사보다 저렴한것이 일반적임 http://j.mp/11qP809 
1554,항공사 카운터 안 거치고 바로 출국한다 : 부칠 짐 없는 인터넷 체크인 승객.. 항공안전 보안법 개정안 법안심사소위 통과  http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20130620228151003&source=http://www.twitter.com  
1555,"항공사 카운터 안 거치고 간편 출국 가능 부칠 짐 없는 인터넷 체크인 승객, 항공사 카운터 들르지 않고 여권과 전자티켓만 들고 비행기 탑승 가능해 출국 시간 크게 단출될 전망 http://bit.ly/123YGxB "
1556,"항공사 카운터 안 거치고 간편히 출국 국토교통부, 오늘(21일) 항공안전 보안법 개정안 법안심사소위 통과했다고 밝혀. 앞으로 인터넷 체크인 승객, 부칠 짐 없으면 카운터 들르지 않고 출국 가능"
1557,홍콩 항공사 캐세이퍼시픽이 멸종위기인 상어지느러미 수송을 중단하기로 했다고..더하여 기내식 메뉴에서 샥스핀 수프를 제외..홍콩은 전세계 샥스핀 무역량의 절반 이상 거래될 정도로 샥스핀 무역에서 중요한 위치를 차지..환영! -경향신문
1558,앞으로 인터넷 체크인 승객은 부칠 짐이 없으면 항공사 카운터를 들르지 않고도 여권과 전자티켓을 출국장 입구에서 보안요원에게 제시하면 출국할 수 있게 됩니다.http://j.mp/12etE1N 
1559,항공사 카운터 안 거치고 간편히 출국한다 http://i.wik.im/125223   #위키트리 인터넷 체크인 승객은 부칠 짐이 없으면 항공사 카운터를 들르지 않고도 여권과 전자티켓만 들고 출국할 수 있습니다.
1560,그 외 대한항공에서 볼만한 것으로는 뽀로로가 있습니다. 타 항공사에 비해 대한항공에서 유아동의 울음소리가 상대적으로 적은 것은 모두 닥치고 뽀로로느님에 경건하게 집중하고 있기 때문입니다.
1561,"""휴대전화 왜 안 꺼"" 여객기서 100명 쫓겨나 미국 사우스웨스트 항공사, 여객기에 탑승한 유대인 학교의 학생 101명과 교사 8명이 이륙 준비에 협조하지 않아 퇴거 조치했다고 밝혀. 해당 고교, 이번 조치는 인종차별이라며 강하게 반발 중."
1562,@KoreanAir 대한민국 일류 항공사라면 이 정도는 해 주실 수 있는 거 아닌가요??!! 할머니들께서 미국에 가실 수 있다면 최고죠!!  http://yfrog.com/nu4japhj 
1563,"인천공항, 세계 유수 항공사 3개사 신규 유치 성공!! 잇따른 신규 항공사 및 노선 유치로 인천공항 허브 경쟁력 강화!  6월부터 체코항공, 스쿠트항공, 에티오피아항공 등 3개사가 인천공항을 연달아 취항! http://bit.ly/16qDma6 "
1564,@orangekuma @mongsil0326 참고로 일부 저가 항공사와 케세이 퍼시픽 항공의 경우 비상구 좌석 추가 요금 받습니다. 가장 앞좌석은 아이를 동반한 부모를 위해 마지막까지 비워두는 경우가 많아요
1565,"앞으로 실태조사 및 해외사례와의 비교를 바탕으로 국내취항 항공사의 불합리한 관행 개선을 위한 방안을 마련 시행하여, 항공서비스 수준을 제고하고, 항공교통이용자의 편익이 제고될 수 있도록 추진할 계획임 http://j.mp/12t70ok "
1566,"항공사의 불합리한 항공관행을 개선하기 위하여 관련기관과의 협업을 통해 개선방안을 금년 내 마련할 계획. 외국항공사의 국내취항이 늘어나면서 이용자의 피해가 증가하고 있어, 관련기관과 전문가로 구성된 TF팀을 조직, 항공관행을 중점적으로 조사 중"
1567,중국 최초 한국인 여성 기장 조은정 씨 http://i.wik.im/120385  by @hellopolicy 20대 후반 늦은 나이에 파일럿에 도전해 11년 만에 중국항공사 최초의 한국인 여성 기장이 된 조은정씨 이야기를 전해드립니다 #위키트리
1568,"[D-3 스페셜 연재] 옥상달빛 2집 where 발매기념 단독공연 준비기
where?! , 어딘가에 존재하는 인생의 정답들-
옥달 항공사로 찾아보시는건 어떠신지요?

http://blog.naver.com/msbsound/70167932535  "
1569,"""@lastdangoon: 개성공단폐쇄,국정원게이트 부정선거, 개표부정, 윤창중성추행, 항공사 라면 사건, 유제품 밀어내기 횡포, 5.18민주화운동 모욕 등 이게 5년간 나온게 아니라 5달안에 모두 터진것."""
1570, 맥주와 항공사가 없다면 진정한 나라가 아니다.  >> 우리나라도 나라가 아니네. 진정한 맥주가 없으니까..    
1571,"대한항공 기내서 20대 여성 승객 2번 성추행 ""항공사 일 커질까 쉬쉬""의혹 파문.   http://j.mp/165mG7C "
1572,항공사가 더 잘 알텐데 그걸 알면서도 풀었다는 건 그 천하의 항공사도 버틸수 없을 정도로 진상이였단 이야기지
1573,"누구나 서로의 손님이 된다. 포스코의 상무가 항공사의 손님이라면, 항공사는 거꾸로 포스코의 고객일수도 있는 것이다. 서비스를 제공하고 제공받는 관계는 언제든지 바뀔 수 있다. 일방의 관계란 없다. 폭언과 폭력으로 존재를 드러내는 것은 무식한 것이다."
1574,"인도네시아 국내선을 타실땐 가급적 LION AIR를 피하시는게 좋습니다. 이 회사 항공편은 거의 매년 크고 작은 사고를 발생시키더군요. 인니항공사 중에 신뢰할 수 있는 곳은 국영사인 가루다항공인데, 저가항공브랜드인 CITILINK도 운영하고 있습니다."
1575,"[원세훈 속보] 원세훈 24일 출국예정, 하지만 시간과 항공편, 직항여부 확인안됨. 국정원장 퇴임 후 1년까지 공항 및 항공사 VIP예우로 차명 예약후 출국과 동시 탑승자 이름 변경 가능. ""몰래 출국"" 가능. 검찰, 법무부 출국금지 의지 안보임."
1576,유럽 2대 항공사 중 하나인 루프트한자 파업 항공편 운항 차질. 21일(현지시간) 노동조합 소속 직원들의 파업으로 예정된 760편의 유럽 내 항공편 취소. 이번 파업은 노사가 임금 협상을 둘러싸고 접점을 찾지 못해 갈등이 증폭된 데서 발생.
1577,"매순간이 땜빵질 ""@du0280: 김병관이 KMDC 관련설을 숨기려 미얀마 출국기록을 '미상'으로 국회에 제출했다가 들통나자 대한항공이 '영세항공사'여서 자료제출이 미흡했다고 변명. http://j.mp/13dB64u  이젠 아이큐까지 의심됨~"""
1578,독일 항공사 루프트한자가 파업에 돌입하면서 500여 항공편이 취소됐습니다.루프트한자 노조는 현지시간으로 오늘 오전 5시부터 파업에 돌입해 금요일까지 진행할 예정이라고 밝혔습니다.
1579,"아직도 전 세계에서 실험용 영장류 취급 항공사는 에어프랑스 중국둥팡항공 필리핀항공 베트남항공 네 곳...
http://j.mp/ZFVvJe  http://twitpic.com/cckwpc "
1580,세계 10대 항공사가 델타/아메리카/유나이티드/에미리트/루프트한자/에어프랑스/컨티넨탈(아메리카항공과 합병)/중국남방항공/영국항공/콴타스항공이라는 걸 오늘 알았어요. 콴타스항공만 인천공항에 취항하지 않고 있다고 하죠. 나리타공항엔 모두 취항하고 있고요.
1581,"세계 최고의 항공사 라운지 Best 11 - 아시아에선 싱가폴/홍콩, 카타르가 뽑혔네요. 뽑히진 않았지만 샤워시설도 있는 인천공항 라운지도 괜찮은 편이죠. 근데 비즈니스석 이상 타야 이용할 수 있다는 점. http://fxn.ws/WQSVhT "
1582,"국제적으로 3개의 항공사 연합이 있습니다. 대한항공이 소속된 스카이팀, 아시아나가 소속된 스타얼라이언스, 그리고 원월드입니다. 세곳 모두 세계일주 할인항공티켓을 판매하는데, 스카이팀과 스타얼라이언스는 이동거리로 계산하며 원월드는 비행횟수로 계산합니다."
1583,세계일주에 가장 부담이 되는 것은 1년이상이라는 긴 시간과 더불어 여행경비중 가장 큰 비중을 차지하는 항공비용일텐데요. 일종의 할인티켓인 세계일주항공권을 항공사연합에서 판매하고 있어서 도움이 됩니다. 가장 인기있는 것은 원월드 세계일주 티켓입니다.
1584,UAE(United Arab Emirates)를 외래어 표기법에 따라 한글로 쓸 때는 '아랍에미리트 연합국' 또는 줄여서 '아랍에미리트'라고 쓰죠. 하지만 항공사는 '에미레이트 항공'이라고 표기하고 있죠. http://www.emirates.com/kr/korean/ 
1585,오라클 창업자 래리 엘리슨이 하와이 항공사인 Island Air를 샀다고 하네요. 배트맨의 브루스 웨인이나 아이언맨의 토니 스타크와 가장 가까운 실제 인물이라고 생각하는 래리 엘리슨. 자신이 번 엄청난 부로 엄청나게 멋있게 사는 남자들의 로망
1586,오늘부터 신용카드 무이자 할부 서비스 중단 대형 마트와 백화점 그리고 일부 온라인 쇼핑몰에서 신용카드 무이자 할부 서비스 중단. 항공사와 면세점 통신사 보험사도 포함. 소비자 불편 예상.  http://bit.ly/VowToL 
1587,한 항공사의 광고가 여행본능을 일깨우는 어느 일요일입니다. 우우우!! pic.twitter.com/YsPAF7i9
1588,"미국의 3위, 5위 항공사였던 아메리칸항공과 유에스항공의 합병으로 세계 최대 항공사가 탄생했습니다. http://bit.ly/XcJfxH "
1589,"스페인(ES)행 국제우편물 지연 안내-스페인 항공사 파업 
o 대상우편 : 국제우편물(EMS, 소포, 통상)  
o 파업기간 : 2013. 2. 18. ~ 2. 22.(파업기간 이전에 접수한 우편물도 배송 지연 예상)고객님의 양해를바랍니다"
1590,미국 3위 항공사인 아메리칸항공과 5위인 US에어웨이스가 합병해 세계 최대 항공사로 재탄생하게 됐습니다.http://j.mp/YbyMlk 
